OOD Type,Manouvre Start Time,Alarm Time,Time Within Manouvre,CUSUM Instability Start Time,Instability Difference to Manouvre Beginning,Time Until Alarm Raised,
LoseControl,299.83380,306.19030,6.35651,303.83160,3.99780,2.35870
