CUSUM Threshold,CUSUM Noise Alignment,Error Measure Method,Total Brake Manouvres,WADD Brake,Total Cutting Lane Manouvres,WADD Cutting Lane,Total Trail-Off Manouvres,WADD Trail-Off,Total Zig-Zag Lane Manouvres,WADD Zig-Zag Lane,Total Zig-Zag Road Manouvres,WADD Zig-Zag Road,Total Loss-Of-Control Manouvres,WADD Loss-Of-Control,Total Manouvres,WADD (Overall),Observation Noise Present,Observation Anomalies Present,Motion Bias Present,Throttle Noise Present,Lane Oscillation Present
2.00000,0.15000,ADE,4,0.29501,1,0.07999,1,0.22001,1,0.13998,1,0.19997,1,0.52011,9,0.26001,False,False,False,False,False
