CUSUM Threshold,CUSUM Noise Alignment,Error Measure Method,Total Brake Manouvres,WADD Brake,Total Cutting Lane Manouvres,WADD Cutting Lane,Total Trail-Off Manouvres,WADD Trail-Off,Total Zig-Zag Lane Manouvres,WADD Zig-Zag Lane,Total Zig-Zag Road Manouvres,WADD Zig-Zag Road,Total Loss-Of-Control Manouvres,WADD Loss-Of-Control,Total Manouvres,WADD (Overall),Observation Noise Present,Observation Anomalies Present,Motion Bias Present,Throttle Noise Present,Lane Oscillation Present
2.00000,0.15000,ADE,7,0.17428,1.53995,2,0.23000,1.92001,1,0.07999,1.53991,1,0.14000,1.88004,1,0.08000,1.28003,1,0.24001,0.08000,1,0.21996,2.15964,False,False,False,False,False
