OOD Type,Manouvre Start Time,Alarm Time,Time Within Manouvre,CUSUM Instability Start Time,Instability Difference to Manouvre Beginning,Time Until Alarm Raised,
Brake,4.54000,6.04000,1.50000,5.96000,1.42000,0.08000
Brake,13.82013,16.44019,2.62006,16.32018,2.50006,0.12000
ZigZagLane,21.16029,22.18032,1.02002,22.06031,0.90002,0.12000
ZigZagRoad,28.28046,32.08054,3.80009,32.04054,3.76009,0.04000
Cut,42.40078,44.34082,1.94004,44.24082,1.84004,0.10000
LoseControl,52.86102,55.20107,2.34005,55.06107,2.20005,0.14000
