CUSUM Threshold,CUSUM Noise Alignment,Error Measure Method,Total Manouvres,WADD (Overall),Average Difference (Overall),Total Brake Manouvres,WADD Brake,Average Difference (Brake),Total Cutting Lane Manouvres,WADD Cutting Lane,Average Difference (Cutting),Total Trail-Off Manouvres,WADD Trail-Off,Average Difference (Trail-Off),Total Zig-Zag Lane Manouvres,WADD Zig-Zag Lane,Average Difference (Zig-Zag Lane),Total Zig-Zag Road Manouvres,WADD Zig-Zag Road,Average Difference (Zig-Zag Road),Total Loss-Of-Control Manouvres,WADD Loss-Of-Control,Average Difference (Loss-Of-Control),Observation Noise Present,Observation Anomalies Present,Motion Bias Present,Throttle Noise Present,Lane Oscillation Present
2.00000,0.15000,ADE,6,0.10000,2.10338,2,0.10000,1.96003,1,0.10000,1.84004,0,0.00000,0.00000,1,0.12000,0.90002,1,0.04000,3.76009,1,0.14000,2.20005,False,False,False,False,False
