CUSUM Threshold,CUSUM Noise Alignment,Error Measure Method,Total Manouvres,WADD (Overall),Median WADD (Overall),Average Difference (Overall),Median Difference (Overall),Total Brake Manouvres,WADD Brake,Median WADD Brake,Average Difference (Brake),Median Difference (Brake),Total Cutting Lane Manouvres,WADD Cutting Lane,Median WADD Cutting Lane,Average Difference (Cutting),Median Difference (Cutting),Total Trail-Off Manouvres,WADD Trail-Off,Median WADD Trail-Off,Average Difference (Trail-Off),Median Difference (Trail-Off),Total Zig-Zag Lane Manouvres,WADD Zig-Zag Lane,Median WADD Zig-Zag Lane,Average Difference (Zig-Zag Lane),Median Difference (Zig-Zag Lane),Total Zig-Zag Road Manouvres,WADD Zig-Zag Road,Median WADD Zig-Zag Road,Average Difference (Zig-Zag Road),Median Difference (Zig-Zag Road),Total Loss-Of-Control Manouvres,WADD Loss-Of-Control,Median WADD Loss-Of-Control,Average Difference (Loss-Of-Control),Median Difference (Loss-Of-Control),Observation Noise Present,Observation Anomalies Present,Motion Bias Present,Throttle Noise Present,Lane Oscillation Present
10.00000,0.90000,LCSSFinal,1,1.32003,1.32003,0.86002,0.86002,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,0,0.00000,0.00000,0.00000,0.00000,1,1.32003,1.32003,0.86002,0.86002,0,0.00000,0.00000,0.00000,0.00000,True,True,True,True,True
