OOD Type,Manouvre Start Time,Alarm Time,Time Within Manouvre,CUSUM Instability Start Time,Instability Difference to Manouvre Beginning,Time Until Alarm Raised,
ZigZagRoad,13.12011,15.30016,2.18005,13.98013,0.86002,1.32003
